"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"LRRN1","LRRN1",8.39966187889172e-202,1.48031450043871,0.523,0.139,2.10873511469577e-197,"7"
"KIF26B","KIF26B",2.72073746471637e-201,1.4151157105029,0.525,0.131,6.83041140517045e-197,"7"
"APOD1","APOD",1.03529894971594e-200,1.28742239973412,0.535,0.127,2.59911801326187e-196,"7"
"MAP3K1","MAP3K1",3.23275980418345e-199,1.20966789674611,0.463,0.1,8.11584348840256e-195,"7"
"NAV11","NAV1",2.57292222718272e-195,1.64538124441213,0.794,0.396,6.45932125134223e-191,"7"
"SEZ6L4","SEZ6L",1.87408772251325e-194,1.82687523453087,0.722,0.31,4.70489722736952e-190,"7"
"NKAIN32","NKAIN3",1.07183850936083e-191,1.31484675042398,0.641,0.188,2.69085057775037e-187,"7"
"AMZ1","AMZ1",1.23866858262199e-191,1.09956891789127,0.347,0.058,3.1096774766725e-187,"7"
"ATP10B2","ATP10B",5.16735801755958e-190,1.21598116229674,0.587,0.153,1.29726523030833e-185,"7"
"TRAF4","TRAF4",3.21575959992494e-189,1.05170202246,0.3,0.042,8.07316447561157e-185,"7"
"DISC11","DISC1",5.54686528823851e-188,1.07919796096968,0.527,0.124,1.39254053061228e-183,"7"
"ADGRL32","ADGRL3",2.09973300660189e-180,1.17741810063883,0.955,0.779,5.27137971307404e-176,"7"
"HIP12","HIP1",3.58563479163276e-180,1.30843954873683,0.66,0.207,9.00173614439405e-176,"7"
"ARHGAP312","ARHGAP31",4.47971802745495e-180,1.11391340529857,0.481,0.109,1.12463321079256e-175,"7"
"ZDHHC14","ZDHHC14",6.72388734773809e-180,1.6312744100568,0.74,0.353,1.68803191864965e-175,"7"
"NLGN4X1","NLGN4X",1.34350500689187e-176,1.71506972928798,0.716,0.336,3.37286931980204e-172,"7"
"RAB3IP","RAB3IP",3.3168354766047e-176,1.23123705047444,0.416,0.09,8.32691546401609e-172,"7"
"SCD52","SCD5",3.15746148673553e-171,1.47638107619502,0.809,0.45,7.92680706244955e-167,"7"
"NRXN14","NRXN1",3.2143156101935e-170,1.05978049614436,0.988,0.716,8.06953933939078e-166,"7"
"GPR37L11","GPR37L1",4.33720179564335e-170,1.03247228427401,0.437,0.095,1.08885451079626e-165,"7"
"CMYA5","CMYA5",1.64220816006989e-168,1.17692977426999,0.425,0.1,4.12276358585547e-164,"7"
"SOX52","SOX5",1.87441717838065e-168,1.20680586759772,0.911,0.528,4.70572432632463e-164,"7"
"SORCS33","SORCS3",1.87520800038844e-166,1.36405046780221,0.641,0.237,4.70770968497517e-162,"7"
"HIP1R2","HIP1R",9.76171068295841e-166,1.36476395330501,0.618,0.208,2.45067746695671e-161,"7"
"SNTG12","SNTG1",8.58267523961719e-165,1.22318936182823,0.915,0.505,2.1546806189059e-160,"7"
"IL1RAP","IL1RAP",2.5387796171158e-164,1.46211704944746,0.471,0.13,6.37360622876921e-160,"7"
"FAM110B1","FAM110B",4.41493967296832e-164,1.40704893020184,0.566,0.189,1.1083706048987e-159,"7"
"CSMD13","CSMD1",1.62993517097818e-162,1.07874914472356,0.985,0.642,4.09195224674072e-158,"7"
"BCAS12","BCAS1",1.96087018033294e-161,1.06512390932215,0.653,0.198,4.92276458772585e-157,"7"
"KIF13A2","KIF13A",6.4779039538506e-160,1.53147729409171,0.798,0.458,1.62627778761419e-155,"7"
"LRRTM42","LRRTM4",1.6196495927155e-158,1.11881651236656,0.975,0.623,4.06613030251227e-154,"7"
"NAV21","NAV2",1.94469852695095e-158,1.44946719090086,0.823,0.536,4.88216565191037e-154,"7"
"CSMD2","CSMD2",9.27179826031804e-158,1.46719181370256,0.676,0.302,2.32768495325284e-153,"7"
"MARCKS","MARCKS",1.35858311425636e-157,1.25040912940822,0.544,0.176,3.41072290834059e-153,"7"
"LRRK21","LRRK2",2.96411912282785e-155,1.41717721916938,0.588,0.221,7.44142105785932e-151,"7"
"AL589740.12","AL589740.1",8.53991200904161e-155,1.18974160170611,0.774,0.334,2.1439449098699e-150,"7"
"SCN9A","SCN9A",2.77111636149389e-148,1.1486303416881,0.303,0.057,6.9568876255304e-144,"7"
"ABHD2","ABHD2",1.66021276387608e-147,1.5699873341266,0.673,0.326,4.16796414371089e-143,"7"
"USP24","USP24",1.86994324786755e-146,1.36527269251725,0.705,0.349,4.69449252377149e-142,"7"
"AGAP12","AGAP1",3.10311248891976e-146,1.17746546356808,0.873,0.654,7.79036390343305e-142,"7"
"ZSWIM64","ZSWIM6",8.66302764994941e-146,1.2503043256796,0.875,0.616,2.1748530915198e-141,"7"
"CHD72","CHD7",1.59148005487724e-144,1.11618304126742,0.588,0.192,3.99541067776932e-140,"7"
"ARHGAP10","ARHGAP10",1.65420557292569e-143,1.11530599372002,0.412,0.107,4.15288309082996e-139,"7"
"KLF122","KLF12",3.96088277603967e-143,1.33791741248718,0.681,0.302,9.94379620924759e-139,"7"
"ETV5","ETV5",2.02063150595386e-139,1.04821429747365,0.382,0.093,5.07279539569716e-135,"7"
"RIN22","RIN2",2.23685126897683e-137,1.0998961699824,0.562,0.182,5.61561511076633e-133,"7"
"PRKCA1","PRKCA",1.14088621893125e-133,1.13385418623904,0.842,0.541,2.86419485262691e-129,"7"
"GPC62","GPC6",1.85162686081625e-131,1.27281633253701,0.651,0.265,4.64850923407921e-127,"7"
"MAML22","MAML2",2.0143200796229e-131,1.02896749448181,0.814,0.396,5.0569505598933e-127,"7"
"TENM1","TENM1",7.37978848235322e-131,1.1242255091273,0.506,0.166,1.85269589849477e-126,"7"
"SAMD4A1","SAMD4A",2.14996026377439e-130,1.14205638190305,0.645,0.266,5.3974752422056e-126,"7"
"KCNMB2-AS11","KCNMB2-AS1",1.02602664367111e-127,1.03478037313199,0.402,0.11,2.57583988893633e-123,"7"
"PTPRG","PTPRG",7.75024401501378e-125,1.07666108748257,0.834,0.516,1.94569875996921e-120,"7"
"LDLRAD31","LDLRAD3",1.03941709390834e-124,1.02218828061336,0.576,0.209,2.6094566142569e-120,"7"
"DAB12","DAB1",1.6996928655161e-124,1.02027000531853,0.857,0.489,4.26707893887817e-120,"7"
"TOX1","TOX",1.51800710067652e-123,1.1045327108961,0.681,0.287,3.8109568262484e-119,"7"
"APBB22","APBB2",1.70297682403494e-123,1.07759572551914,0.806,0.474,4.27532331673972e-119,"7"
"ASAP11","ASAP1",1.07933533231493e-120,1.14955750687041,0.786,0.493,2.70967135177662e-116,"7"
"AFAP11","AFAP1",3.3119219134091e-118,1.1669985652979,0.39,0.115,8.31457996361354e-114,"7"
"KHDRBS32","KHDRBS3",2.34738141247867e-116,1.16466241728933,0.81,0.461,5.89310103602769e-112,"7"
"CSPG5","CSPG5",9.06669312416261e-116,1.19843959974188,0.42,0.138,2.27619330882102e-111,"7"
"EEF2K1","EEF2K",4.34138694739179e-114,1.02521029262843,0.429,0.139,1.08990519314271e-109,"7"
"POU6F21","POU6F2",1.37130839840451e-109,1.03852598076225,0.59,0.229,3.44266973419452e-105,"7"
"HTRA13","HTRA1",1.44559647833647e-108,1.05774047312262,0.574,0.227,3.6291699588637e-104,"7"
"CNTN33","CNTN3",2.2868696677272e-108,1.19684914493372,0.647,0.305,5.74118630082913e-104,"7"
"SGCD2","SGCD",9.30348779191807e-107,1.07783613157405,0.746,0.401,2.33564061016103e-102,"7"
"SLC1A1","SLC1A1",1.27809881553387e-105,1.03017716722266,0.386,0.121,3.20866707639778e-101,"7"
"SCN1A2","SCN1A",2.31347030355616e-100,1.08254758331541,0.708,0.375,5.80796719707775e-96,"7"
"PEAK12","PEAK1",9.88267508848404e-89,1.09226702659721,0.683,0.4,2.48104558096392e-84,"7"
"GLCCI1","GLCCI1",3.29027171755413e-88,1.14434060395869,0.608,0.331,8.26022714691965e-84,"7"
"CASK","CASK",3.35835968503483e-80,1.02954138040304,0.576,0.308,8.43116198927994e-76,"7"
"RNF1502","RNF150",3.96245017623987e-80,1.0831909375021,0.579,0.308,9.9477311674502e-76,"7"
"KCNQ1OT13","KCNQ1OT1",2.50840939468554e-69,1.02522608511632,0.487,0.235,6.29736178535805e-65,"7"
"C1orf212","C1orf21",1.63892330921052e-67,1.03084456314823,0.556,0.314,4.11451696777302e-63,"7"
"SHC32","SHC3",4.60780130861667e-65,1.01144673278872,0.483,0.248,1.15678851852821e-60,"7"
"NLGN4Y1","NLGN4Y",4.39862904141775e-13,1.00910110244968,0.331,0.259,1.10427582084793e-08,"7"
"FLT1","FLT1",0,4.72454424424199,0.873,0.038,0,"8"
"CLDN5","CLDN5",0,4.40234134897104,0.85,0.026,0,"8"
"ABCB1","ABCB1",0,3.8831510596605,0.766,0.028,0,"8"
"MT2A1","MT2A",0,3.59239358107389,0.847,0.191,0,"8"
"TMSB10","TMSB10",0,3.42922865343088,0.848,0.278,0,"8"
"VWF","VWF",0,3.42384041606315,0.692,0.027,0,"8"
"EPAS1","EPAS1",0,3.34260673661105,0.725,0.041,0,"8"
"RGS5","RGS5",0,3.26452680062053,0.652,0.064,0,"8"
"MECOM","MECOM",0,3.25510435641717,0.64,0.04,0,"8"
"EGFL7","EGFL7",0,3.14268628933599,0.685,0.14,0,"8"
"IFITM3","IFITM3",0,3.14056224745562,0.669,0.048,0,"8"
"ELOVL7","ELOVL7",0,3.05115846185872,0.678,0.115,0,"8"
"COBLL1","COBLL1",0,3.0423074150242,0.679,0.069,0,"8"
"SLC7A5","SLC7A5",0,2.86147999860777,0.636,0.122,0,"8"
"ID1","ID1",0,2.82364320299117,0.572,0.018,0,"8"
"ANO2","ANO2",0,2.82265916562045,0.564,0.031,0,"8"
"APOLD1","APOLD1",0,2.76342896916992,0.632,0.09,0,"8"
"KLF2","KLF2",0,2.74524102668829,0.522,0.016,0,"8"
"ATP10A","ATP10A",0,2.72199607707191,0.564,0.015,0,"8"
"SLCO4A1","SLCO4A1",0,2.68155975572382,0.553,0.029,0,"8"
"SLC16A1","SLC16A1",0,2.67726882864827,0.526,0.043,0,"8"
"HLA-E","HLA-E",0,2.65672529801018,0.6,0.04,0,"8"
"PODXL","PODXL",0,2.65046725269034,0.543,0.031,0,"8"
"TAGLN2","TAGLN2",0,2.62318858549031,0.529,0.018,0,"8"
"ARHGAP29","ARHGAP29",0,2.62065326457864,0.595,0.073,0,"8"
"SLC9A3R2","SLC9A3R2",0,2.6149004004755,0.571,0.053,0,"8"
"LEF1","LEF1",0,2.6144465673658,0.513,0.009,0,"8"
"EBF1","EBF1",0,2.59482649320288,0.552,0.019,0,"8"
"B2M","B2M",0,2.58594697366181,0.642,0.096,0,"8"
"SLC2A1","SLC2A1",0,2.57351251697588,0.538,0.032,0,"8"
"ID3","ID3",0,2.51963975507039,0.516,0.018,0,"8"
"DUSP1","DUSP1",0,2.46274316551323,0.552,0.06,0,"8"
"STOM","STOM",0,2.44000389614409,0.556,0.055,0,"8"
"A2M1","A2M",0,2.43563745410411,0.553,0.042,0,"8"
"ERG","ERG",0,2.42243429566247,0.477,0.015,0,"8"
"MT1E1","MT1E",0,2.4071469441733,0.523,0.084,0,"8"
"SYNE2","SYNE2",0,2.38109073880763,0.543,0.073,0,"8"
"WWTR1","WWTR1",0,2.35266371546731,0.551,0.082,0,"8"
"ADAMTS9","ADAMTS9",0,2.34024200116247,0.408,0.041,0,"8"
"THSD4","THSD4",0,2.32837287992583,0.483,0.053,0,"8"
"IFI27","IFI27",0,2.31907839038621,0.452,0.012,0,"8"
"ADGRL4","ADGRL4",0,2.30461138437552,0.462,0.009,0,"8"
"TGM2","TGM2",0,2.28479907642623,0.467,0.006,0,"8"
"ITGA1","ITGA1",0,2.2767805794013,0.481,0.03,0,"8"
"TIMP3","TIMP3",0,2.27540482885956,0.533,0.073,0,"8"
"PLEKHG11","PLEKHG1",0,2.26100569940704,0.533,0.09,0,"8"
"PECAM1","PECAM1",0,2.25455393613936,0.468,0.022,0,"8"
"MT1M","MT1M",0,2.24382646975053,0.487,0.051,0,"8"
"IFITM2","IFITM2",0,2.20598973017837,0.471,0.024,0,"8"
"FOSL2","FOSL2",0,2.16450387678844,0.483,0.067,0,"8"
"IGFBP71","IGFBP7",0,2.14684365694999,0.496,0.054,0,"8"
"ITM2A","ITM2A",0,2.14629026990644,0.451,0.024,0,"8"
"ADGRF5","ADGRF5",0,2.14049815948318,0.422,0.026,0,"8"
"PTH1R","PTH1R",0,2.12834697165443,0.438,0.038,0,"8"
"ENG","ENG",0,2.1203280555365,0.452,0.019,0,"8"
"CD34","CD34",0,2.07408418887989,0.412,0.005,0,"8"
"PRKCH1","PRKCH",0,2.04211844717092,0.451,0.051,0,"8"
"SOX18","SOX18",0,2.03839359713016,0.373,0.004,0,"8"
"FLI11","FLI1",0,2.00611429758995,0.488,0.048,0,"8"
"LIMS2","LIMS2",0,1.95975869559309,0.405,0.027,0,"8"
"ITIH5","ITIH5",0,1.95670538223131,0.397,0.013,0,"8"
"ICAM2","ICAM2",0,1.95289964414853,0.376,0.006,0,"8"
"SPARC","SPARC",0,1.92335087048024,0.452,0.052,0,"8"
"TINAGL1","TINAGL1",0,1.92266887502816,0.376,0.011,0,"8"
"MFSD2A","MFSD2A",0,1.91604862065376,0.38,0.011,0,"8"
"HLA-B","HLA-B",0,1.91449549111545,0.422,0.029,0,"8"
"NDUFA4L2","NDUFA4L2",0,1.89785941102586,0.353,0.03,0,"8"
"LINC02147","LINC02147",0,1.89525507543106,0.276,0.01,0,"8"
"ABCG2","ABCG2",0,1.8866785950011,0.376,0.01,0,"8"
"AHNAK1","AHNAK",0,1.88222009600726,0.49,0.065,0,"8"
"ST8SIA6","ST8SIA6",0,1.88211779876688,0.353,0.012,0,"8"
"TM4SF1","TM4SF1",0,1.85355692675467,0.36,0.006,0,"8"
"AC092957.1","AC092957.1",0,1.85097471998436,0.358,0.014,0,"8"
"RHOC","RHOC",0,1.84531109454677,0.399,0.031,0,"8"
"EMCN","EMCN",0,1.84043093143818,0.371,0.022,0,"8"
"CTGF","CTGF",0,1.81773508792928,0.28,0.014,0,"8"
"ANXA3","ANXA3",0,1.78914665489433,0.345,0.005,0,"8"
"VIM","VIM",0,1.78578431780654,0.387,0.035,0,"8"
"NEDD9","NEDD9",0,1.77920204826906,0.408,0.043,0,"8"
"HYAL2","HYAL2",0,1.76944170946074,0.353,0.014,0,"8"
"CAVIN1","CAVIN1",0,1.76024760904836,0.393,0.028,0,"8"
"HIGD1B","HIGD1B",0,1.71636095170345,0.324,0.014,0,"8"
"ESAM","ESAM",0,1.70639836533358,0.345,0.007,0,"8"
"BTNL9","BTNL9",0,1.69131754949538,0.347,0.016,0,"8"
"ALPL","ALPL",0,1.67444955486143,0.298,0.009,0,"8"
"GGT5","GGT5",0,1.65160070218892,0.345,0.014,0,"8"
"SRGN","SRGN",0,1.6423206572919,0.386,0.026,0,"8"
"NES","NES",0,1.60805465258459,0.328,0.026,0,"8"
"BST2","BST2",0,1.54235024199733,0.327,0.017,0,"8"
"TIE1","TIE1",0,1.53359822980085,0.293,0.005,0,"8"
"ZNF366","ZNF366",0,1.52389933766774,0.262,0.004,0,"8"
"NOTCH3","NOTCH3",0,1.51263507096474,0.28,0.011,0,"8"
"NOSTRIN","NOSTRIN",0,1.50960347206805,0.286,0.005,0,"8"
"SLC52A3","SLC52A3",0,1.50287778958275,0.275,0.003,0,"8"
"KLF4","KLF4",0,1.48321518326888,0.286,0.004,0,"8"
"SMAD6","SMAD6",0,1.45888160318851,0.279,0.009,0,"8"
"CYYR1","CYYR1",0,1.45635922391641,0.285,0.012,0,"8"
"S1PR1","S1PR1",0,1.44820697746856,0.295,0.015,0,"8"
"CFH","CFH",0,1.44582785493332,0.262,0.007,0,"8"
"SEMA3F","SEMA3F",0,1.4040073421645,0.285,0.016,0,"8"
"SERPINH1","SERPINH1",0,1.4027509118573,0.285,0.012,0,"8"
"VAMP5","VAMP5",0,1.40049911861532,0.264,0.011,0,"8"
"GNG11","GNG11",0,1.39588693429755,0.263,0.008,0,"8"
"ACVRL1","ACVRL1",0,1.3954242717535,0.272,0.004,0,"8"
"LRRC32","LRRC32",0,1.37929697283991,0.256,0.005,0,"8"
"CAVIN2","CAVIN2",0,1.36885641467349,0.259,0.003,0,"8"
"EVA1B","EVA1B",0,1.3617168704948,0.28,0.008,0,"8"
"PALMD","PALMD",0,1.35773918448357,0.262,0.012,0,"8"
"S100A10","S100A10",0,1.34266205878856,0.263,0.006,0,"8"
"CLIC1","CLIC1",0,1.34173507716149,0.272,0.008,0,"8"
"RAMP2","RAMP2",0,1.3244557955895,0.259,0.006,0,"8"
"RRAS","RRAS",0,1.31677842280056,0.27,0.009,0,"8"
"KANK3","KANK3",0,1.30493998317517,0.273,0.011,0,"8"
"EMP2","EMP2",0,1.27940153473056,0.253,0.011,0,"8"
"SLC6A12","SLC6A12",1.42704457322207e-305,1.63230758458778,0.327,0.027,3.58259540107402e-301,"8"
"IL4R","IL4R",4.87688992067701e-305,1.47110259580746,0.303,0.022,1.22434321458596e-300,"8"
"FN1","FN1",5.4910799764371e-299,1.53479273554571,0.345,0.032,1.37853562808453e-294,"8"
"DOCK6","DOCK6",9.8587232335287e-293,1.3982219296237,0.288,0.021,2.47503246777738e-288,"8"
"ANGPT2","ANGPT2",4.54319953348733e-290,1.79432284098702,0.283,0.021,1.14057024288199e-285,"8"
"HLA-C","HLA-C",1.20757089537102e-288,1.71627686391023,0.37,0.04,3.03160673282893e-284,"8"
"IGFBP3","IGFBP3",1.36872207223114e-282,2.10115062341411,0.358,0.039,3.43617676233627e-278,"8"
"ADIRF","ADIRF",1.31460256658857e-279,1.35014972150025,0.253,0.016,3.30030974342062e-275,"8"
"RNF152","RNF152",5.72492016063889e-275,1.61859840168784,0.345,0.036,1.43724120632839e-270,"8"
"RBPMS","RBPMS",8.7222934435242e-272,1.59588299744325,0.363,0.04,2.18973176899675e-267,"8"
"BGN","BGN",6.00569225647128e-271,1.35239175038598,0.275,0.021,1.50772904098711e-266,"8"
"GRASP","GRASP",1.29911042692093e-269,2.03809470936748,0.428,0.064,3.26141672678499e-265,"8"
"RPL41","RPL41",3.38772910990531e-263,2.340766471434,0.575,0.131,8.50489393041727e-259,"8"
"CMTM8","CMTM8",3.82625245568894e-253,1.43795464005284,0.306,0.03,9.60580679000707e-249,"8"
"IRAK31","IRAK3",7.1480900195841e-248,1.37777178186923,0.361,0.043,1.79452799941659e-243,"8"
"CGNL11","CGNL1",1.02017511835791e-246,1.49769119997163,0.353,0.043,2.56114963463754e-242,"8"
"NXN","NXN",2.66446457000704e-246,1.75083996469072,0.405,0.06,6.68913830300267e-242,"8"
"HEG1","HEG1",9.40405916192894e-246,1.6639443607586,0.363,0.046,2.36088905260226e-241,"8"
"CXorf36","CXorf36",2.15718460505998e-245,1.59823334971302,0.334,0.038,5.41561195100307e-241,"8"
"UTRN2","UTRN",4.93306705730925e-242,2.08818408508937,0.658,0.19,1.23844648473749e-237,"8"
"LGALS1","LGALS1",1.92991094594861e-240,1.61587581995445,0.34,0.041,4.84504142980397e-236,"8"
"MSN","MSN",2.86900936674554e-239,1.59932364090613,0.399,0.058,7.20264801521469e-235,"8"
"RNF144B","RNF144B",3.62071423966802e-234,1.63009377698431,0.345,0.043,9.08980309868658e-230,"8"
"MYO1C","MYO1C",4.44966034823846e-231,1.11865233256264,0.251,0.021,1.11708723042527e-226,"8"
"RPS191","RPS19",2.98334634917592e-228,2.17903736915397,0.605,0.169,7.48969100960615e-224,"8"
"MT1X1","MT1X",4.81885869711086e-228,1.83331816729928,0.448,0.08,1.20977447590968e-223,"8"
"RPS28","RPS28",1.91747987915946e-227,2.05902792314629,0.468,0.093,4.81383323662982e-223,"8"
"NR4A1","NR4A1",2.8415966010978e-225,1.24887795009217,0.26,0.024,7.13382826705602e-221,"8"
"OSMR","OSMR",1.97164557384446e-223,1.47188970774712,0.331,0.041,4.94981621313653e-219,"8"
"BSG","BSG",8.39586864823194e-223,2.7615608939526,0.786,0.419,2.10778282413863e-218,"8"
"DEPP1","DEPP1",2.46529649592351e-220,1.52464989376001,0.316,0.039,6.18912685301597e-216,"8"
"TNS1","TNS1",7.25260290656116e-220,1.75249221057521,0.434,0.078,1.82076595969218e-215,"8"
"ST6GALNAC33","ST6GALNAC3",1.28196058722143e-219,2.34507459161497,0.803,0.404,3.21836205421941e-215,"8"
"SLC12A7","SLC12A7",2.42718373740503e-219,1.24118720037492,0.269,0.026,6.09344477275533e-215,"8"
"JUNB","JUNB",5.81119644816919e-217,1.6477041884184,0.357,0.052,1.45890086831288e-212,"8"
"PTP4A3","PTP4A3",6.87878240403243e-217,1.44507676203486,0.295,0.034,1.72691832253234e-212,"8"
"RBMS2","RBMS2",1.61512114723598e-214,1.51916576044708,0.363,0.054,4.05476164013593e-210,"8"
"RPS23","RPS23",4.01691149263809e-214,2.1621271904587,0.504,0.118,1.00844563022679e-209,"8"
"HERC2","HERC2",8.74984456513102e-214,2.4444238646291,0.788,0.45,2.19664847807614e-209,"8"
"PTPRG1","PTPRG",1.17411140305404e-213,2.06918857951265,0.853,0.517,2.94760667736717e-209,"8"
"PRELP","PRELP",1.58105243949782e-212,1.25102655815593,0.251,0.023,3.96923214935928e-208,"8"
"CRIP2","CRIP2",9.74040541010115e-212,2.22981490647772,0.571,0.162,2.4453287782059e-207,"8"
"HES4","HES4",5.09425193675289e-211,1.8646412217218,0.399,0.069,1.27891194872181e-206,"8"
"SLCO2B11","SLCO2B1",5.38246062485659e-211,1.23659848637033,0.384,0.057,1.35126673987025e-206,"8"
"SLC30A1","SLC30A1",7.76900318921744e-209,1.48495691767248,0.327,0.045,1.95040825065304e-204,"8"
"YBX3","YBX3",2.65347875967149e-207,1.53259922068511,0.363,0.055,6.66155842615528e-203,"8"
"UACA","UACA",1.24025451859657e-204,1.53126611522403,0.392,0.065,3.11365896893669e-200,"8"
"BAIAP2L1","BAIAP2L1",4.64829568589303e-204,1.47201818158234,0.324,0.044,1.16695463194345e-199,"8"
"EEF1A1","EEF1A1",2.38224648272844e-200,2.28058590547933,0.646,0.236,5.98062979488975e-196,"8"
"YES1","YES1",3.90190403287624e-200,1.29439181139302,0.303,0.039,9.7957300745358e-196,"8"
"ITGA61","ITGA6",4.6217907067664e-197,1.53577055978645,0.358,0.057,1.1603005569337e-192,"8"
"NAMPT","NAMPT",6.42319750319945e-197,2.01661434110326,0.475,0.111,1.61254373317822e-192,"8"
"RPS27","RPS27",1.75538478776933e-195,1.7873816383506,0.409,0.079,4.4068935096949e-191,"8"
"LAMB2","LAMB2",4.02597706938112e-194,1.18045997966281,0.25,0.026,1.01072154326813e-189,"8"
"RPL10","RPL10",6.94666695261407e-190,2.03104859720646,0.548,0.158,1.74396073845376e-185,"8"
"MT-ND32","MT-ND3",1.62330612586876e-188,1.46531045663169,0.981,0.914,4.07531002899352e-184,"8"
"ATP1A21","ATP1A2",2.12399137524598e-186,1.83901361763704,0.526,0.135,5.33228034755502e-182,"8"
"KLF6","KLF6",1.00748362179707e-184,1.74464816229575,0.434,0.094,2.52928763252155e-180,"8"
"CEBPD","CEBPD",6.39478077872454e-184,1.70052909571202,0.445,0.098,1.60540971449879e-179,"8"
"EHD2","EHD2",8.08296731699640e-183,1.17703807884286,0.259,0.031,2.02922894493195e-178,"8"
"TGFBR21","TGFBR2",1.70906087235897e-182,1.209332045987,0.321,0.046,4.29059732005719e-178,"8"
"GALNT15","GALNT15",4.24683944717164e-181,1.41995020104156,0.318,0.048,1.06616904321244e-176,"8"
"SLC7A1","SLC7A1",1.5865447561498e-180,2.03285909572275,0.468,0.12,3.98302061031408e-176,"8"
"CALD1","CALD1",1.90685726930604e-180,2.08822745331511,0.614,0.222,4.78716517459281e-176,"8"
"RELL1","RELL1",2.85178520614585e-180,1.49918216177625,0.358,0.063,7.15940676002916e-176,"8"
"JCAD","JCAD",1.09160843099362e-179,1.45899409628329,0.311,0.048,2.74048296600948e-175,"8"
"SLC2A3","SLC2A3",9.12751261801266e-174,1.76857733163273,0.399,0.086,2.29146204275208e-169,"8"
"PTPRB1","PTPRB",2.11065500413717e-173,1.97543287719789,0.47,0.127,5.29879938788638e-169,"8"
"RPS15A","RPS15A",9.61603389043874e-173,1.2484446887357,0.267,0.035,2.41410530819464e-168,"8"
"DLC12","DLC1",2.41853000794328e-169,1.97298286953416,0.741,0.366,6.07171958494159e-165,"8"
"HLA-A","HLA-A",5.36768686151602e-169,1.49916375867623,0.35,0.063,1.3475577865836e-164,"8"
"MT-ATP61","MT-ATP6",4.82283437232805e-166,1.33232919571273,0.977,0.863,1.21077256917296e-161,"8"
"NEAT12","NEAT1",1.44454592394422e-164,1.55983634970317,0.848,0.473,3.62653254206196e-160,"8"
"RPS27A","RPS27A",1.99174599898309e-164,1.73646738907311,0.434,0.104,5.00027833044705e-160,"8"
"RPLP1","RPLP1",1.13793050392177e-163,2.03720504444481,0.517,0.16,2.8567745300956e-159,"8"
"FAM107A1","FAM107A",1.11117219805274e-161,1.69351256531909,0.54,0.164,2.7895978032114e-157,"8"
"ETS1","ETS1",1.20588809102573e-159,1.41643314911426,0.324,0.057,3.0273820525201e-155,"8"
"RPL131","RPL13",1.04981266921872e-153,2.00686486038174,0.649,0.296,2.6355547060736e-149,"8"
"NFKBIA","NFKBIA",1.67777835135658e-153,1.5457302927361,0.348,0.07,4.21206255108068e-149,"8"
"NECTIN2","NECTIN2",3.39756333854194e-153,1.19604466850149,0.253,0.035,8.52958276140955e-149,"8"
"EPS81","EPS8",2.15601972238432e-149,1.55539955720376,0.526,0.161,5.41268751304583e-145,"8"
"TACC11","TACC1",2.66173665274981e-149,1.9829392649901,0.688,0.377,6.68228986672839e-145,"8"
"TMEM1231","TMEM123",2.66778308014238e-148,1.47122290680911,0.409,0.097,6.69746942269745e-144,"8"
"LAMA21","LAMA2",4.59576256320857e-148,1.670087528618,0.582,0.203,1.15376619149351e-143,"8"
"RHOJ1","RHOJ",6.85876257862399e-148,1.38213129490311,0.332,0.064,1.72189234536355e-143,"8"
"RPS7","RPS7",1.44806261951682e-147,1.52900660055344,0.36,0.077,3.63536120629697e-143,"8"
"EPB41L4A1","EPB41L4A",1.21548359225267e-146,1.61711351669122,0.41,0.103,3.05147155835033e-142,"8"
"TNS2","TNS2",5.88811119587121e-146,1.5129942967293,0.396,0.095,1.47821031572347e-141,"8"
"PDGFRB","PDGFRB",1.02757948390588e-145,1.37583033368324,0.293,0.051,2.57973829434572e-141,"8"
"MCL1","MCL1",2.19140061920986e-145,1.38541364355697,0.332,0.066,5.50151125452636e-141,"8"
"TPST2","TPST2",4.87191538447432e-145,1.46992832416876,0.34,0.071,1.22309435727228e-140,"8"
"RPS12","RPS12",1.06933384755812e-144,1.51744941619225,0.351,0.075,2.68456262429466e-140,"8"
"KCTD121","KCTD12",1.51722987215722e-144,1.46459760667197,0.358,0.077,3.80900559405069e-140,"8"
"MYH9","MYH9",1.50910313838509e-139,1.69972367016455,0.455,0.137,3.78860342891577e-135,"8"
"SCARB1","SCARB1",6.27585627886174e-139,1.74756589308841,0.449,0.133,1.57555371880824e-134,"8"
"ISYNA1","ISYNA1",7.9707783630072e-139,1.20275133489742,0.25,0.038,2.00106390803296e-134,"8"
"SVIL","SVIL",2.82881395093577e-138,1.20102132036787,0.296,0.055,7.10173742382425e-134,"8"
"ARHGAP313","ARHGAP31",7.1354865629705e-136,1.37521129622004,0.434,0.114,1.79136390163374e-131,"8"
"GSTP1","GSTP1",1.5598155367007e-135,1.47279551164119,0.371,0.089,3.9159169048871e-131,"8"
"MT-ND41","MT-ND4",2.33081259509074e-134,1.19341596472147,0.968,0.886,5.85150501997531e-130,"8"
"VSIR1","VSIR",3.85277370228739e-134,1.16119684953861,0.311,0.059,9.67238837959249e-130,"8"
